"wu_name","node_name","start_blast","end_blast","start_blast_epoch","end_blast_epoch","ID","sent","received","diff_sent","diff_rec","diff_blast","diff_all","diff_server_client"
"blast500k_test_pub_fileFULL_gr_3276","IS24T-06XX286-DT","Wed 11/18/2015- 2:39:14.30","Wed 11/18/2015- 2:54:49.43",1447789154,1447790089,21563,1447789154,1447790118,0,29,935,964,29
"blast500k_test_pub_fileFULL_gr_3277","IS24T-06XX291-DT","Wed 11/18/2015- 2:32:20.19","Wed 11/18/2015- 2:51:04.34",1447788740,1447789864,21564,1447788725,1447789890,15,26,1124,1165,41
"blast500k_test_pub_fileFULL_gr_3278","IS24T-06XX300-DT","Wed 11/18/2015- 2:57:55.20","Wed 11/18/2015- 3:11:31.50",1447790275,1447791091,21565,1447790273,1447791114,2,23,816,841,25
"blast500k_test_pub_fileFULL_gr_3279","IS24T-06XX287-DT","Wed 11/18/2015- 2:41:58.17","Wed 11/18/2015- 3:03:21.54",1447789318,1447790601,21566,1447789323,1447790633,-5,32,1283,1310,27
"blast500k_test_pub_fileFULL_gr_328","IS24T-06XX278-DT","Tue 11/17/2015-19:00:31.20","Tue 11/17/2015-19:16:19.96",1447761631,1447762579,18615,1447761625,1447762614,6,35,948,989,41
"blast500k_test_pub_fileFULL_gr_3280","IS24T-06XX292-DT","Wed 11/18/2015- 2:34:49.50","Wed 11/18/2015- 2:56:12.20",1447788889,1447790172,21567,1447788928,1447790256,-39,84,1283,1328,45
"blast500k_test_pub_fileFULL_gr_3281","IS24T-06XX209-DT","Wed 11/18/2015- 2:18:39.35","Wed 11/18/2015- 2:42:33.22",1447787919,1447789353,21568,1447787934,1447789421,-15,68,1434,1487,53
"blast500k_test_pub_fileFULL_gr_3282","IS24T-06XX283-DT","Wed 11/18/2015- 3:11:34.02","Wed 11/18/2015- 3:28:41.13",1447791094,1447792121,21569,1447791067,1447792151,27,30,1027,1084,57
"blast500k_test_pub_fileFULL_gr_3283","IS24T-06XX265-DT","Wed 11/18/2015- 3:23:34.25","Wed 11/18/2015- 3:41:00.24",1447791814,1447792860,21570,1447791760,1447792875,54,15,1046,1115,69
"blast500k_test_pub_fileFULL_gr_3284","IS24T-06XX258-DT","Wed 11/18/2015- 2:19:27.78","Wed 11/18/2015- 2:36:36.13",1447787967,1447788996,21571,1447787955,1447789011,12,15,1029,1056,27
"blast500k_test_pub_fileFULL_gr_3285","IS24T-06XX273-DT","Wed 11/18/2015- 2:27:43.49","Wed 11/18/2015- 2:46:38.04",1447788463,1447789598,21572,1447788450,1447789615,13,17,1135,1165,30
"blast500k_test_pub_fileFULL_gr_3286","IS24T-06XX297-DT","Wed 11/18/2015- 2:23:59.53","Wed 11/18/2015- 3:06:23.67",1447788239,1447790783,21573,1447788226,1447790819,13,36,2544,2593,49
"blast500k_test_pub_fileFULL_gr_3287","IS24T-06XX253-DT","Wed 11/18/2015- 2:24:37.78","Wed 11/18/2015- 2:46:24.06",1447788277,1447789584,21574,1447788255,1447789600,22,16,1307,1345,38
"blast500k_test_pub_fileFULL_gr_3288","IS24T-06XX288-DT","Wed 11/18/2015- 2:37:37.86","Wed 11/18/2015- 3:04:42.84",1447789057,1447790682,21575,1447789023,1447790697,34,15,1625,1674,49
"blast500k_test_pub_fileFULL_gr_3289","IS24T-06XX255-DT","Wed 11/18/2015- 2:32:33.52","Wed 11/18/2015- 2:44:32.85",1447788753,1447789472,21576,1447788729,1447789490,24,18,719,761,42
"blast500k_test_pub_fileFULL_gr_329","IS24T-06XX289-DT","Tue 11/17/2015-18:18:41.25","Tue 11/17/2015-18:38:25.76",1447759121,1447760305,18616,1447759123,1447760337,-2,32,1184,1214,30
"blast500k_test_pub_fileFULL_gr_3290","IS24T-06XX253-DT","Wed 11/18/2015- 2:44:20.52","Wed 11/18/2015- 3:08:39.10",1447789460,1447790919,21577,1447789433,1447790931,27,12,1459,1498,39
"blast500k_test_pub_fileFULL_gr_3291","IS24T-06XX300-DT","Wed 11/18/2015- 2:22:35.56","Wed 11/18/2015- 2:44:02.02",1447788155,1447789442,21578,1447788139,1447789466,16,24,1287,1327,40
"blast500k_test_pub_fileFULL_gr_3292","IS24T-06XX294-DT","Wed 11/18/2015- 2:24:28.50","Wed 11/18/2015- 2:40:22.32",1447788268,1447789222,21579,1447788259,1447789250,9,28,954,991,37
"blast500k_test_pub_fileFULL_gr_3293","IS24T-06XX252-DT","Wed 11/18/2015- 2:23:17.22","Wed 11/18/2015- 2:39:08.40",1447788197,1447789148,21580,1447788157,1447789162,40,14,951,1005,54
"blast500k_test_pub_fileFULL_gr_3294","IS24T-06XX260-DT","Wed 11/18/2015- 2:23:51.59","Wed 11/18/2015- 2:45:58.30",1447788231,1447789558,21581,1447788213,1447789575,18,17,1327,1362,35
"blast500k_test_pub_fileFULL_gr_3295","IS24T-06XX299-DT","Wed 11/18/2015- 2:52:11.64","Wed 11/18/2015- 3:10:01.82",1447789931,1447791001,21582,1447789944,1447791057,-13,56,1070,1113,43
"blast500k_test_pub_fileFULL_gr_3296","IS24T-06XX264-DT","Wed 11/18/2015- 2:25:37.63","Wed 11/18/2015- 2:50:43.18",1447788337,1447789843,21583,1447788311,1447789858,26,15,1506,1547,41
"blast500k_test_pub_fileFULL_gr_3297","IS24T-06XX283-DT","Wed 11/18/2015- 2:29:32.62","Wed 11/18/2015- 2:43:07.25",1447788572,1447789387,21584,1447788571,1447789418,1,31,815,847,32
"blast500k_test_pub_fileFULL_gr_3298","IS24T-06XX283-DT","Wed 11/18/2015- 2:26:53.65","Wed 11/18/2015- 2:42:40.71",1447788413,1447789360,21585,1447788400,1447789391,13,31,947,991,44
"blast500k_test_pub_fileFULL_gr_3299","IS24T-06XX276-DT","Wed 11/18/2015- 2:31:22.96","Wed 11/18/2015- 2:51:02.25",1447788682,1447789862,21586,1447788657,1447789880,25,18,1180,1223,43
"blast500k_test_pub_fileFULL_gr_33","IS24T-06XX259-DT","Tue 11/17/2015-17:43:57.01","Tue 11/17/2015-18:01:33.15",1447757037,1447758093,18320,1447756995,1447758110,42,17,1056,1115,59
"blast500k_test_pub_fileFULL_gr_330","IS24T-06XX274-DT","Tue 11/17/2015-19:08:21.16","Tue 11/17/2015-19:30:11.43",1447762101,1447763411,18617,1447762075,1447763426,26,15,1310,1351,41
"blast500k_test_pub_fileFULL_gr_3300","IS24T-06XX297-DT","Wed 11/18/2015- 2:32:00.39","Wed 11/18/2015- 2:56:32.30",1447788720,1447790192,21587,1447788708,1447790218,12,26,1472,1510,38
"blast500k_test_pub_fileFULL_gr_3301","IS24T-06XX275-DT","Wed 11/18/2015- 2:27:26.07","Wed 11/18/2015- 2:46:38.12",1447788446,1447789598,21588,1447788432,1447789627,14,29,1152,1195,43
"blast500k_test_pub_fileFULL_gr_3302","IS24T-06XX263-DT","Wed 11/18/2015- 2:47:48.28","Wed 11/18/2015- 3:10:57.93",1447789668,1447791057,21589,1447789648,1447791072,20,15,1389,1424,35
"blast500k_test_pub_fileFULL_gr_3303","IS24T-06XX287-DT","Wed 11/18/2015- 2:40:41.81","Wed 11/18/2015- 3:04:31.73",1447789241,1447790671,21590,1447789240,1447790703,1,32,1430,1463,33
"blast500k_test_pub_fileFULL_gr_3304","IS24T-06XX275-DT","Wed 11/18/2015- 2:42:33.40","Wed 11/18/2015- 2:59:05.71",1447789353,1447790345,21591,1447789339,1447790375,14,30,992,1036,44
"blast500k_test_pub_fileFULL_gr_3305","IS24T-06XX263-DT","Wed 11/18/2015- 3:11:22.81","Wed 11/18/2015- 3:25:40.85",1447791082,1447791940,21592,1447791059,1447791957,23,17,858,898,40
"blast500k_test_pub_fileFULL_gr_3306","IS24T-06XX255-DT","Wed 11/18/2015- 2:25:08.40","Wed 11/18/2015- 2:36:50.20",1447788308,1447789010,21593,1447788282,1447789027,26,17,702,745,43
"blast500k_test_pub_fileFULL_gr_3307","IS24T-06XX253-DT","Wed 11/18/2015- 2:46:54.59","Wed 11/18/2015- 3:01:08.11",1447789614,1447790468,21594,1447789587,1447790483,27,15,854,896,42
"blast500k_test_pub_fileFULL_gr_3308","IS24T-06XX284-DT","Wed 11/18/2015- 2:56:37.87","Wed 11/18/2015- 3:20:14.98",1447790197,1447791614,21595,1447790207,1447791674,-10,60,1417,1467,50
"blast500k_test_pub_fileFULL_gr_3309","IS24T-06XX295-DT","Wed 11/18/2015- 2:35:21.07","Wed 11/18/2015- 2:55:04.42",1447788921,1447790104,21596,1447788940,1447790165,-19,61,1183,1225,42
"blast500k_test_pub_fileFULL_gr_331","IS24T-06XX280-DT","Tue 11/17/2015-18:37:10.44","Tue 11/17/2015-18:52:24.60",1447760230,1447761144,18618,1447760380,1447761324,-150,180,914,944,30
"blast500k_test_pub_fileFULL_gr_3310","IS24T-06XX279-DT","Wed 11/18/2015- 2:36:21.54","Wed 11/18/2015- 2:51:25.83",1447788981,1447789885,21597,1447788983,1447789928,-2,43,904,945,41
"blast500k_test_pub_fileFULL_gr_3311","IS24T-06XX262-DT","Wed 11/18/2015- 2:57:38.42","Wed 11/18/2015- 3:23:52.91",1447790258,1447791832,21598,1447790229,1447791863,29,31,1574,1634,60
"blast500k_test_pub_fileFULL_gr_3312","IS24T-06XX272-DT","Wed 11/18/2015- 2:42:41.45","Wed 11/18/2015- 2:55:41.45",1447789361,1447790141,21599,1447789347,1447790158,14,17,780,811,31
"blast500k_test_pub_fileFULL_gr_3313","IS24T-06XX286-DT","Wed 11/18/2015- 2:59:53.53","Wed 11/18/2015- 3:22:41.25",1447790393,1447791761,21600,1447790394,1447791792,-1,31,1368,1398,30
"blast500k_test_pub_fileFULL_gr_3314","IS24T-06XX282-DT","Wed 11/18/2015- 2:33:05.87","Wed 11/18/2015- 2:55:40.15",1447788785,1447790140,21601,1447788768,1447790164,17,24,1355,1396,41
"blast500k_test_pub_fileFULL_gr_3315","IS24T-06XX257-DT","Wed 11/18/2015- 2:26:26.58","Wed 11/18/2015- 2:33:58.48",1447788386,1447788838,21602,1447788362,1447788855,24,17,452,493,41
"blast500k_test_pub_fileFULL_gr_3316","IS24T-06XX288-DT","Wed 11/18/2015- 2:30:54.90","Wed 11/18/2015- 2:49:55.70",1447788654,1447789795,21603,1447788600,1447789806,54,11,1141,1206,65
"blast500k_test_pub_fileFULL_gr_3317","IS24T-06XX285-DT","Wed 11/18/2015- 2:40:25.59","Wed 11/18/2015- 2:51:56.38",1447789225,1447789916,21604,1447789219,1447789941,6,25,691,722,31
"blast500k_test_pub_fileFULL_gr_3318","IS24T-06XX281-DT","Wed 11/18/2015- 2:30:10.01","Wed 11/18/2015- 2:48:59.31",1447788610,1447789739,21605,1447788596,1447789766,14,27,1129,1170,41
"blast500k_test_pub_fileFULL_gr_3319","IS24T-06XX254-DT","Wed 11/18/2015- 2:26:01.71","Wed 11/18/2015- 2:46:47.30",1447788361,1447789607,21606,1447788332,1447789625,29,18,1246,1293,47
"blast500k_test_pub_fileFULL_gr_332","IS24T-06XX289-DT","Tue 11/17/2015-18:15:23.91","Tue 11/17/2015-18:33:05.80",1447758923,1447759985,18619,1447758927,1447760020,-4,35,1062,1093,31
"blast500k_test_pub_fileFULL_gr_3320","IS24T-06XX291-DT","Wed 11/18/2015- 3:26:09.46","Wed 11/18/2015- 3:41:29.09",1447791969,1447792889,21607,1447791966,1447792914,3,25,920,948,28
"blast500k_test_pub_fileFULL_gr_3321","IS24T-06XX285-DT","Wed 11/18/2015- 2:48:50.19","Wed 11/18/2015- 3:04:08.14",1447789730,1447790648,21608,1447789716,1447790674,14,26,918,958,40
"blast500k_test_pub_fileFULL_gr_3322","IS24T-06XX293-DT","Wed 11/18/2015- 2:54:12.72","Wed 11/18/2015- 3:14:22.53",1447790052,1447791262,21609,1447790046,1447791296,6,34,1210,1250,40
"blast500k_test_pub_fileFULL_gr_3323","IS24T-06XX289-DT","Wed 11/18/2015- 2:45:26.08","Wed 11/18/2015- 3:00:23.76",1447789526,1447790423,21610,1447789518,1447790458,8,35,897,940,43
"blast500k_test_pub_fileFULL_gr_3324","IS24T-06XX281-DT","Wed 11/18/2015- 2:25:50.78","Wed 11/18/2015- 2:48:19.15",1447788350,1447789699,21611,1447788333,1447789725,17,26,1349,1392,43
"blast500k_test_pub_fileFULL_gr_3325","IS24T-06XX276-DT","Wed 11/18/2015- 2:53:26.86","Wed 11/18/2015- 3:10:53.41",1447790006,1447791053,21612,1447789995,1447791069,11,16,1047,1074,27
"blast500k_test_pub_fileFULL_gr_3326","IS24T-06XX273-DT","Wed 11/18/2015- 2:26:26.90","Wed 11/18/2015- 2:36:56.20",1447788386,1447789016,21613,1447788362,1447789031,24,15,630,669,39
"blast500k_test_pub_fileFULL_gr_3327","IS24T-06XX280-DT","Wed 11/18/2015- 2:46:40.82","Wed 11/18/2015- 3:02:41.20",1447789600,1447790561,21614,1447789738,1447790743,-138,182,961,1005,44
"blast500k_test_pub_fileFULL_gr_3328","IS24T-06XX264-DT","Wed 11/18/2015- 2:33:14.38","Wed 11/18/2015- 2:51:58.58",1447788794,1447789918,21615,1447788768,1447789935,26,17,1124,1167,43
"blast500k_test_pub_fileFULL_gr_3329","IS24T-06XX291-DT","Wed 11/18/2015- 2:34:33.07","Wed 11/18/2015- 2:51:26.94",1447788873,1447789886,21616,1447788871,1447789918,2,32,1013,1047,34
"blast500k_test_pub_fileFULL_gr_333","IS24T-06XX259-DT","Tue 11/17/2015-18:20:23.61","Tue 11/17/2015-18:32:04.18",1447759223,1447759924,18620,1447759196,1447759940,27,16,701,744,43
"blast500k_test_pub_fileFULL_gr_3330","IS24T-06XX266-DT","Wed 11/18/2015- 2:32:49.30","Wed 11/18/2015- 2:49:11.45",1447788769,1447789751,21617,1447788726,1447789767,43,16,982,1041,59
"blast500k_test_pub_fileFULL_gr_3331","IS24T-06XX264-DT","Wed 11/18/2015- 2:52:58.82","Wed 11/18/2015- 3:11:57.32",1447789978,1447791117,21618,1447789947,1447791134,31,17,1139,1187,48
"blast500k_test_pub_fileFULL_gr_3332","IS24T-06XX275-DT","Wed 11/18/2015- 2:28:04.04","Wed 11/18/2015- 2:41:51.93",1447788484,1447789311,21619,1447788484,1447789339,0,28,827,855,28
"blast500k_test_pub_fileFULL_gr_3333","IS24T-06XX295-DT","Wed 11/18/2015- 2:38:38.69","Wed 11/18/2015- 2:50:39.67",1447789118,1447789839,21620,1447789150,1447789897,-32,58,721,747,26
"blast500k_test_pub_fileFULL_gr_3334","IS24T-06XX283-DT","Wed 11/18/2015- 3:11:34.00","Wed 11/18/2015- 3:23:03.58",1447791094,1447791783,21621,1447791079,1447791813,15,30,689,734,45
"blast500k_test_pub_fileFULL_gr_3335","IS24T-06XX300-DT","Wed 11/18/2015- 2:28:27.59","Wed 11/18/2015- 2:43:22.60",1447788507,1447789402,21622,1447788490,1447789426,17,24,895,936,41
"blast500k_test_pub_fileFULL_gr_3336","IS24T-06XX280-DT","Wed 11/18/2015- 2:33:15.62","Wed 11/18/2015- 2:46:06.52",1447788795,1447789566,21623,1447788935,1447789751,-140,185,771,816,45
"blast500k_test_pub_fileFULL_gr_3337","IS24T-06XX296-DT","Wed 11/18/2015- 2:31:29.14","Wed 11/18/2015- 2:49:36.87",1447788689,1447789776,21624,1447788674,1447789804,15,28,1087,1130,43
"blast500k_test_pub_fileFULL_gr_3338","IS24T-06XX288-DT","Wed 11/18/2015- 2:30:54.90","Wed 11/18/2015- 3:02:06.29",1447788654,1447790526,21625,1447788578,1447790538,76,12,1872,1960,88
"blast500k_test_pub_fileFULL_gr_3339","IS24T-06XX293-DT","Wed 11/18/2015- 2:40:08.44","Wed 11/18/2015- 2:54:30.26",1447789208,1447790070,21626,1447789213,1447790097,-5,27,862,884,22
"blast500k_test_pub_fileFULL_gr_334","IS24T-06XX269-DT","Tue 11/17/2015-18:21:06.50","Tue 11/17/2015-18:36:56.03",1447759266,1447760216,18621,1447759256,1447760244,10,28,950,988,38
"blast500k_test_pub_fileFULL_gr_3340","IS24T-06XX277-DT","Wed 11/18/2015- 2:30:54.59","Wed 11/18/2015- 2:59:23.55",1447788654,1447790363,21627,1447788642,1447790372,12,9,1709,1730,21
"blast500k_test_pub_fileFULL_gr_3341","IS24T-06XX261-DT","Wed 11/18/2015- 2:48:02.40","Wed 11/18/2015- 3:05:15.93",1447789682,1447790715,21628,1447789670,1447790733,12,18,1033,1063,30
"blast500k_test_pub_fileFULL_gr_3342","IS24T-06XX209-DT","Wed 11/18/2015- 2:47:15.66","Wed 11/18/2015- 3:07:18.88",1447789635,1447790838,21629,1447789654,1447790907,-19,69,1203,1253,50
"blast500k_test_pub_fileFULL_gr_3343","IS24T-06XX261-DT","Wed 11/18/2015- 2:32:14.36","Wed 11/18/2015- 2:45:20.71",1447788734,1447789520,21630,1447788722,1447789538,12,18,786,816,30
"blast500k_test_pub_fileFULL_gr_3344","IS24T-06XX278-DT","Wed 11/18/2015- 2:42:36.26","Wed 11/18/2015- 2:55:17.29",1447789356,1447790117,21631,1447789357,1447790149,-1,32,761,792,31
"blast500k_test_pub_fileFULL_gr_3345","IS24T-06XX289-DT","Wed 11/18/2015- 2:29:53.31","Wed 11/18/2015- 2:57:06.67",1447788593,1447790226,21632,1447788582,1447790257,11,31,1633,1675,42
"blast500k_test_pub_fileFULL_gr_3346","IS24T-06XX276-DT","Wed 11/18/2015- 2:36:38.88","Wed 11/18/2015- 2:53:07.76",1447788998,1447789987,21633,1447788976,1447790008,22,21,989,1032,43
"blast500k_test_pub_fileFULL_gr_3347","IS24T-06XX254-DT","Wed 11/18/2015- 2:47:32.39","Wed 11/18/2015- 3:09:12.43",1447789652,1447790952,21634,1447789613,1447790970,39,18,1300,1357,57
"blast500k_test_pub_fileFULL_gr_3348","IS24T-06XX264-DT","Wed 11/18/2015- 2:51:28.81","Wed 11/18/2015- 3:11:32.44",1447789888,1447791092,21635,1447789858,1447791109,30,17,1204,1251,47
"blast500k_test_pub_fileFULL_gr_3349","IS24T-06XX267-DT","Wed 11/18/2015- 4:08:50.17","Wed 11/18/2015- 4:23:24.66",1447794530,1447795404,21636,1447794518,1447795422,12,18,874,904,30
"blast500k_test_pub_fileFULL_gr_335","IS24T-06XX281-DT","Tue 11/17/2015-18:21:01.91","Tue 11/17/2015-18:35:36.60",1447759261,1447760136,18622,1447759247,1447760162,14,26,875,915,40
"blast500k_test_pub_fileFULL_gr_3350","IS24T-06XX297-DT","Wed 11/18/2015- 2:33:23.87","Wed 11/18/2015- 3:00:03.92",1447788803,1447790403,21637,1447788792,1447790430,11,27,1600,1638,38
"blast500k_test_pub_fileFULL_gr_3351","IS24T-06XX258-DT","Wed 11/18/2015- 2:44:09.41","Wed 11/18/2015- 3:00:58.06",1447789449,1447790458,21638,1447789435,1447790471,14,13,1009,1036,27
"blast500k_test_pub_fileFULL_gr_3352","IS24T-06XX295-DT","Wed 11/18/2015- 2:51:28.91","Wed 11/18/2015- 3:09:13.60",1447789888,1447790953,21639,1447789908,1447791013,-20,60,1065,1105,40
"blast500k_test_pub_fileFULL_gr_3353","IS24T-06XX252-DT","Wed 11/18/2015- 2:42:54.94","Wed 11/18/2015- 2:59:39.36",1447789374,1447790379,21640,1447789358,1447790399,16,20,1005,1041,36
"blast500k_test_pub_fileFULL_gr_3354","IS24T-06XX253-DT","Wed 11/18/2015- 2:33:40.88","Wed 11/18/2015- 2:43:51.20",1447788820,1447789431,21641,1447788794,1447789445,26,14,611,651,40
"blast500k_test_pub_fileFULL_gr_3355","IS24T-06XX257-DT","Wed 11/18/2015- 2:53:46.85","Wed 11/18/2015- 3:11:31.54",1447790026,1447791091,21642,1447790013,1447791104,13,13,1065,1091,26
"blast500k_test_pub_fileFULL_gr_3356","IS24T-06XX279-DT","Wed 11/18/2015- 2:41:35.45","Wed 11/18/2015- 2:56:01.44",1447789295,1447790161,21643,1447789310,1447790207,-15,46,866,897,31
"blast500k_test_pub_fileFULL_gr_3357","IS24T-06XX279-DT","Wed 11/18/2015- 3:05:33.71","Wed 11/18/2015- 3:27:33.81",1447790733,1447792053,21644,1447790738,1447792096,-5,43,1320,1358,38
"blast500k_test_pub_fileFULL_gr_3358","IS24T-06XX289-DT","Wed 11/18/2015- 2:57:32.83","Wed 11/18/2015- 3:10:43.15",1447790252,1447791043,21645,1447790245,1447791075,7,32,791,830,39
"blast500k_test_pub_fileFULL_gr_3359","IS24T-06XX299-DT","Wed 11/18/2015- 2:38:01.00","Wed 11/18/2015- 2:53:58.78",1447789081,1447790038,21646,1447789095,1447790092,-14,54,957,997,40
"blast500k_test_pub_fileFULL_gr_336","IS24T-06XX275-DT","Tue 11/17/2015-18:18:22.07","Tue 11/17/2015-18:32:32.82",1447759102,1447759952,18623,1447759067,1447759981,35,29,850,914,64
"blast500k_test_pub_fileFULL_gr_3360","IS24T-06XX253-DT","Wed 11/18/2015- 3:01:43.91","Wed 11/18/2015- 3:17:39.64",1447790503,1447791459,21647,1447790471,1447791473,32,14,956,1002,46
"blast500k_test_pub_fileFULL_gr_3361","IS24T-06XX282-DT","Wed 11/18/2015- 2:48:31.20","Wed 11/18/2015- 3:07:26.41",1447789711,1447790846,21648,1447789696,1447790862,15,16,1135,1166,31
"blast500k_test_pub_fileFULL_gr_3362","IS24T-06XX289-DT","Wed 11/18/2015- 3:25:32.25","Wed 11/18/2015- 3:47:33.81",1447791932,1447793253,21649,1447791921,1447793286,11,33,1321,1365,44
"blast500k_test_pub_fileFULL_gr_3363","IS24T-06XX277-DT","Wed 11/18/2015- 2:47:50.02","Wed 11/18/2015- 2:59:12.78",1447789670,1447790352,21650,1447789642,1447790372,28,20,682,730,48
"blast500k_test_pub_fileFULL_gr_3364","IS24T-06XX295-DT","Wed 11/18/2015- 3:03:50.05","Wed 11/18/2015- 3:20:37.93",1447790630,1447791637,21651,1447790651,1447791696,-21,59,1007,1045,38
"blast500k_test_pub_fileFULL_gr_3365","IS24T-06XX300-DT","Wed 11/18/2015- 2:44:30.35","Wed 11/18/2015- 2:57:36.24",1447789470,1447790256,21652,1447789466,1447790272,4,16,786,806,20
"blast500k_test_pub_fileFULL_gr_3366","IS24T-06XX272-DT","Wed 11/18/2015- 2:41:40.72","Wed 11/18/2015- 2:52:35.84",1447789300,1447789955,21653,1447789276,1447789975,24,20,655,699,44
"blast500k_test_pub_fileFULL_gr_3367","IS24T-06XX278-DT","Wed 11/18/2015- 2:42:17.15","Wed 11/18/2015- 3:09:10.24",1447789337,1447790950,21654,1447789327,1447790984,10,34,1613,1657,44
"blast500k_test_pub_fileFULL_gr_3368","IS24T-06XX286-DT","Wed 11/18/2015- 2:38:25.74","Wed 11/18/2015- 2:59:35.45",1447789105,1447790375,21655,1447789094,1447790407,11,32,1270,1313,43
"blast500k_test_pub_fileFULL_gr_3369","IS24T-06XX258-DT","Wed 11/18/2015- 2:37:10.32","Wed 11/18/2015- 2:56:41.17",1447789030,1447790201,21656,1447789011,1447790215,19,14,1171,1204,33
"blast500k_test_pub_fileFULL_gr_337","IS24T-06XX253-DT","Tue 11/17/2015-18:27:18.32","Tue 11/17/2015-18:46:22.71",1447759638,1447760782,18624,1447759613,1447760798,25,16,1144,1185,41
"blast500k_test_pub_fileFULL_gr_3370","IS24T-06XX269-DT","Wed 11/18/2015- 3:21:13.18","Wed 11/18/2015- 3:37:20.33",1447791673,1447792640,21657,1447791661,1447792671,12,31,967,1010,43
"blast500k_test_pub_fileFULL_gr_3371","IS24T-06XX263-DT","Wed 11/18/2015- 3:06:36.08","Wed 11/18/2015- 3:29:26.10",1447790796,1447792166,21658,1447790767,1447792185,29,19,1370,1418,48
"blast500k_test_pub_fileFULL_gr_3372","IS24T-06XX284-DT","Wed 11/18/2015- 2:37:22.08","Wed 11/18/2015- 3:12:13.08",1447789042,1447791133,21659,1447789053,1447791194,-11,61,2091,2141,50
"blast500k_test_pub_fileFULL_gr_3373","IS24T-06XX271-DT","Wed 11/18/2015- 2:42:48.77","Wed 11/18/2015- 2:58:19.82",1447789368,1447790299,21660,1447789344,1447790314,24,15,931,970,39
"blast500k_test_pub_fileFULL_gr_3374","IS24T-06XX254-DT","Wed 11/18/2015- 2:35:05.83","Wed 11/18/2015- 3:05:06.25",1447788905,1447790706,21661,1447788878,1447790722,27,16,1801,1844,43
"blast500k_test_pub_fileFULL_gr_3375","IS24T-06XX258-DT","Wed 11/18/2015- 2:57:08.58","Wed 11/18/2015- 3:15:40.81",1447790228,1447791340,21662,1447790203,1447791356,25,16,1112,1153,41
"blast500k_test_pub_fileFULL_gr_3376","IS24T-06XX282-DT","Wed 11/18/2015- 3:17:24.84","Wed 11/18/2015- 3:37:05.64",1447791444,1447792625,21663,1447791429,1447792652,15,27,1181,1223,42
"blast500k_test_pub_fileFULL_gr_3377","IS24T-06XX255-DT","Wed 11/18/2015- 2:45:02.47","Wed 11/18/2015- 2:58:32.93",1447789502,1447790312,21664,1447789477,1447790331,25,19,810,854,44
"blast500k_test_pub_fileFULL_gr_3378","IS24T-06XX283-DT","Wed 11/18/2015- 2:43:12.36","Wed 11/18/2015- 3:00:19.32",1447789392,1447790419,21665,1447789379,1447790446,13,27,1027,1067,40
"blast500k_test_pub_fileFULL_gr_3379","IS24T-06XX252-DT","Wed 11/18/2015- 2:39:36.02","Wed 11/18/2015- 2:50:07.11",1447789176,1447789807,21666,1447789150,1447789825,26,18,631,675,44
"blast500k_test_pub_fileFULL_gr_338","IS24T-06XX276-DT","Tue 11/17/2015-18:44:38.02","Tue 11/17/2015-19:08:04.36",1447760678,1447762084,18625,1447760652,1447762102,26,18,1406,1450,44
"blast500k_test_pub_fileFULL_gr_3380","IS24T-06XX271-DT","Wed 11/18/2015- 2:44:33.57","Wed 11/18/2015- 2:59:35.24",1447789473,1447790375,21667,1447789459,1447790390,14,15,902,931,29
"blast500k_test_pub_fileFULL_gr_3381","IS24T-06XX262-DT","Wed 11/18/2015- 2:59:06.58","Wed 11/18/2015- 3:26:44.17",1447790346,1447792004,21668,1447790316,1447792032,30,28,1658,1716,58
"blast500k_test_pub_fileFULL_gr_3382","IS24T-06XX295-DT","Wed 11/18/2015- 2:55:36.38","Wed 11/18/2015- 3:03:22.31",1447790136,1447790602,21669,1447790153,1447790662,-17,60,466,509,43
"blast500k_test_pub_fileFULL_gr_3383","IS24T-06XX298-DT","Wed 11/18/2015- 2:38:44.70","Wed 11/18/2015- 2:57:30.13",1447789124,1447790250,21670,1447789166,1447790321,-42,71,1126,1155,29
"blast500k_test_pub_fileFULL_gr_3384","IS24T-06XX274-DT","Wed 11/18/2015- 2:49:48.56","Wed 11/18/2015- 3:01:27.86",1447789788,1447790487,21671,1447789758,1447790504,30,17,699,746,47
"blast500k_test_pub_fileFULL_gr_3385","IS24T-06XX263-DT","Wed 11/18/2015- 2:47:30.96","Wed 11/18/2015- 3:06:03.29",1447789650,1447790763,21672,1447789623,1447790780,27,17,1113,1157,44
"blast500k_test_pub_fileFULL_gr_3386","IS24T-06XX269-DT","Wed 11/18/2015- 2:45:46.10","Wed 11/18/2015- 3:05:30.04",1447789546,1447790730,21673,1447789529,1447790759,17,29,1184,1230,46
"blast500k_test_pub_fileFULL_gr_3387","IS24T-06XX266-DT","Wed 11/18/2015- 2:46:09.26","Wed 11/18/2015- 2:58:50.10",1447789569,1447790330,21674,1447789540,1447790343,29,13,761,803,42
"blast500k_test_pub_fileFULL_gr_3388","IS24T-06XX255-DT","Wed 11/18/2015- 2:52:07.90","Wed 11/18/2015- 3:12:15.20",1447789927,1447791135,21675,1447789901,1447791151,26,16,1208,1250,42
"blast500k_test_pub_fileFULL_gr_3389","IS24T-06XX259-DT","Wed 11/18/2015- 2:48:34.71","Wed 11/18/2015- 3:00:09.07",1447789714,1447790409,21676,1447789688,1447790428,26,19,695,740,45
